Iterations,Average Moves L,Average Moves O,Average Moves R,R Moves w/ Full Restart
18065,11,108.7,650,1080
18070,11,68.9,275.6,800
18075,11,178.9,522.8,602.5
18080,11,23.4,205.3,530
18085,11,140.6,432.5,600
18090,11,148.6,238.2,362.5
18095,11,101.2,472.9,900
18100,11,69,161,840
18105,11,60.9,285.3,630
18110,11,61.5,452.5,620
18115,11,61.2,555,780
18120,11,218.7,525.6,600
18125,11,141,220.6,372.5
18130,11,61.2,305,1230
18135,11,108.8,302.8,750
18140,11,148.8,227.9,960
18145,11,101.1,352.8,690
18150,11,61,435.3,910
18155,11,109.1,455.7,462.5
18160,11,61.5,732.8,650
18165,11,60.9,272.8,710
18170,11,23.7,455,720
18175,11,61,265.3,1070
18180,11,108.9,288.2,950
18185,11,101,342.5,750
18190,11,109.1,640,720
18195,11,23.5,730,960
18200,11,23.4,555.2,1030
18205,11,178.9,435.2,960
18210,11,23.4,305,892.5
18215,11,31,465.2,750
18220,11,23.3,265.3,950
18225,11,218.6,372.5,740
18230,11,23.7,622.9,730
18235,11,100.9,540,830
18240,11,226.4,337.7,950
18245,11,61.1,572.5,1140
18250,11,61.3,275,1070
18255,11,23.7,482.5,1050
18260,11,23.5,150,520
18265,11,141.1,505.3,560
18270,11,101.1,775.6,930
18275,11,141,582.8,670
18280,11,23.6,462.8,862.5
18285,11,101.2,558.1,592.5
18290,11,23.6,502.5,822.5
18295,11,108.6,710,572.5
18300,11,68.7,707.8,710
18305,11,108.8,612.9,770
18310,11,226.1,315,572.5
18315,11,61.2,635.5,902.5
18320,11,23.7,600.2,1200
18325,11,68.7,262.5,840
18330,11,68.8,320,1150
18335,11,101,580,992.5
18340,11,141.4,215.2,300
18345,11,23.2,530,970
18350,11,141,472.8,850
18355,11,23.7,633,890
18360,11,61.1,813,830
18365,11,101.2,470,660
18370,11,101.3,735.7,512.5
18375,11,23.7,792.5,490
18380,11,148.8,1782.8,442.5
18385,11,148.9,670,512.5
18390,11,108.6,472.5,632.5
18395,11,23.6,550,720
18400,11,23.2,510,810
18405,11,23.6,235.5,680
18410,11,141.3,528.4,560
18415,11,141.2,467.5,450
18420,11,101.2,516,632.5
18425,11,60.9,648.3,640
18430,11,218.3,712.5,870
18435,11,68.5,615.5,790
18440,11,31,1955,602.5
18445,11,23.6,487.8,800
18450,11,23.5,525.9,910
18455,11,101.2,542.5,860
18460,11,23.5,240.8,500
18465,11,61,1902.8,480
18470,11,101.3,1595.8,550
18475,11,101.2,228.8,780
18480,11,109,123.2,580
18485,11,61.1,322.9,600
18490,11,23.2,593.1,1990
18495,11,69,230.8,450
18500,11,60.9,274,912.5
18505,11,60.8,200.3,660
18510,11,108.8,328.6,680
18515,11,101.3,271.3,700
18520,11,61.3,288.9,890
18525,11,218.4,370.8,620
18530,11,101.1,418.3,1850
18535,11,100.7,315.3,1880
18540,11,61,238.1,822.5
18545,11,218.6,435.8,650
18550,11,100.7,510.9,910
18555,11,61.2,425.6,1160
18560,11,68.8,261.1,720
18565,11,100.9,228.9,2150
18570,11,60.6,268.9,560
18575,11,110.9,251.1,540
18580,11,61,338.5,610
18585,11,68.8,338.5,1912.5
18590,11,101.1,280.8,720
18595,11,108.8,308.3,760
18600,11,119,197.5,1020
18605,11,218.7,217.9,700
18610,11,100.9,415.2,1000
18615,11,100.9,325.9,580
18620,11,178.6,375.8,1760
18625,11,108.6,431.1,672.5
18630,11,236.1,378.4,820
18635,11,61.1,320.9,1080
18640,11,111,525.6,450
18645,11,60.7,270.6,2050
18650,11,178.4,231,1950
18655,11,110.7,482.7,730
18660,11,226.4,571.3,720
18665,11,218.7,620,1592.5
18670,11,226.2,368.3,570
18675,11,110.9,395.8,2180
18680,11,61,288,990
18685,11,218.8,576,1732.5
18690,11,111.1,288.3,502.5
18695,11,101,562.5,580
18700,11,226.2,207.9,810
18705,11,178.5,628.1,600
18710,11,101,481.3,710
18715,11,218.5,255.7,1950
18720,11,108.5,418.5,2020
18725,11,101,386,710
18730,11,111,168.4,720
18735,11,100.9,346,620
18740,11,118.4,392.5,612.5
18745,11,226,205.8,462.5
18750,11,101.2,268,822.5
18755,11,100.7,465.4,700
18760,11,100.8,360.6,890
18765,11,218.7,438.4,532.5
18770,11,111,525.7,630
18775,11,111.1,441,620
18780,11,108.5,301,540
18785,11,100.9,381,770
18790,11,100.6,366,592.5
18795,11,110.7,455,980
18800,11,100.6,185.4,1862.5
18805,11,100.7,370,1060
18810,11,101.1,518.4,600
18815,11,108.7,638.5,1900
18820,11,60.9,495.5,1912.5
18825,11,61,552.5,2002.5
18830,11,100.7,218.3,1702.5
18835,11,68.4,808.5,700
18840,11,108.5,361.4,2050
18845,11,60.9,350.7,870
18850,11,68.8,368,642.5
18855,11,23.1,178.5,850
18860,11,100.6,441.2,1732.5
18865,11,100.8,448.2,672.5
18870,11,100.8,345.4,772.5
18875,11,60.6,380,590
18880,11,30.5,535.8,830
18885,11,68.4,475.9,932.5
18890,11,60.9,535.9,652.5
18895,11,23.4,395.5,760
18900,11,100.6,695.2,1930
18905,11,60.7,265.4,1000
18910,11,31,385.4,860
18915,11,60.5,445.8,710
18920,11,60.8,563.1,1112.5
18925,11,60.9,375.5,2132.5
18930,11,100.7,530,850
18935,11,100.9,555.6,1822.5
18940,11,23,632.9,740
18945,11,23.3,565.8,802.5
18950,11,60.9,405.9,890
18955,11,100.6,348.3,1682.5
18960,11,60.6,360.8,2150
18965,11,108.4,497.9,950
18970,11,22.8,395,630
18975,11,100.4,755.6,900
18980,11,100.6,685.9,1410
18985,11,100.7,408.4,880
18990,11,108.4,398.5,2062.5
18995,11,60.5,532.5,612.5
19000,11,60.7,348.3,442.5
19005,11,60.6,676,2160
19010,11,100.7,522.5,550
19015,11,108.1,170.7,920
19020,11,60.6,712.5,922.5
19025,11,23.3,308.9,860
19030,11,23.5,505.7,860
19035,11,30.7,615,980
19040,11,60.7,595.9,1130
19045,11,23.1,488.4,600
19050,11,22.9,613.1,1070
19055,11,60.7,320.9,1860
19060,11,30.6,380.9,2175
19065,11,100.6,358.8,680
19070,11,100.4,395.8,740
19075,11,61.1,492.5,670
19080,11,100.3,238.3,822.5
19085,11,23.2,238,2360
19090,11,100.6,328.5,832.5
19095,11,100.5,408.8,660
19100,11,100.7,401.3,712.5
19105,11,23.4,468,1982.5
19110,11,68.2,238,1692.5
19115,11,100.8,360.9,1050
19120,11,100.6,290.9,2092.5
19125,11,60.6,250.9,715
19130,11,108.4,497.9,2010
19135,11,60.8,438.5,1250
19140,11,22.8,347.7,1832.5
19145,11,100.7,448.6,562.5
19150,11,22.9,440.5,450
19155,11,60.7,398.8,2150
19160,11,108.4,260.6,605
19165,11,100.6,338.4,960
19170,11,108.3,615.6,2170
19175,11,60.5,400.9,710
19180,11,100.8,425.9,1860
19185,11,22.9,340.7,2170
19190,11,60.7,287.7,560
19195,11,60.5,423.1,662.5
19200,11,22.7,368,930
19205,11,60.1,420.8,810
19210,11,68.3,458.3,2270
19215,11,108.3,293.7,810
19220,11,108.1,228.5,1190
19225,11,100.7,278.6,2190
19230,11,100.5,578.5,880
19235,11,100.9,478.3,590
19240,11,23,575.6,972.5
19245,11,108.6,358.4,1050
19250,11,22.9,331.3,860
19255,11,68.3,535,950
19260,11,30.6,335.8,2130
19265,11,60.8,765.9,1010
19270,11,23.2,358.9,630
19275,11,22.9,160.8,642.5
19280,11,100.5,585.6,572.5
19285,11,23.4,328.3,2070
19290,11,108.5,475.6,2140
19295,11,108.1,412.5,2080
19300,11,100.7,663.1,990
19305,11,100.6,498.8,2050
19310,11,100.8,305.6,810
19315,11,22.9,405.9,662.5
19320,11,22.8,485.4,1240
19325,11,108.6,317.9,1050
19330,11,60.8,505.5,500
19335,11,100.3,356,740
19340,11,68.2,525.5,810
19345,11,68.3,416,770
19350,11,23.1,171.1,962.5
19355,11,30.7,335.6,730
19360,11,100.6,408,1180
19365,11,100.5,405.9,810
19370,11,100.5,238.2,1330
19375,11,68,525.5,2370
19380,11,23.3,613,660
19385,11,108.2,430.8,610
19390,11,23.1,752.5,920
19395,11,68.6,371.4,630
19400,11,100.6,338.8,2380
19405,11,108.3,228.9,742.5
19410,11,100.9,426,1180
19415,11,60.7,281,660
19420,11,60.5,543.8,2300
19425,11,108.1,575,880
19430,11,22.9,448.5,922.5
19435,11,30.7,303.3,850
19440,11,60.7,460.4,780
19445,11,22.8,820,912.5
19450,11,100.8,673,1170
19455,11,100.5,241.1,1060
19460,11,23,456,1370
19465,11,100.8,862.5,580
19470,11,30.7,692.9,690
19475,11,100.6,708.2,572.5
19480,11,60.9,481.2,1902.5
19485,11,100.8,597.9,570
19490,11,23.2,495.5,710
19495,11,60.8,635.5,1020
19500,11,22.9,432.5,2280
19505,11,60.1,221.7,980
19510,11,108.6,558,780
19515,11,100.8,340.7,750
19520,11,23.7,475.7,642.5
19525,11,108.3,1090,1250
19530,11,100.9,952.9,2350
19535,11,100.8,735.3,1930
19540,11,100.5,712.9,720
19545,11,60.3,645.6,802.5
19550,11,108.3,810,2250
19555,11,101,682.5,472.5
19560,11,68,892.5,562.5
19565,11,60.5,860,1110
19570,11,30.7,872.5,970
19575,11,22.8,785.3,920
19580,11,108.2,523.1,1360
19585,11,61.3,638.3,910
19590,11,108.1,525.5,950
19595,11,108.2,395.9,1090
19600,11,68.3,545.3,1160
19605,11,100.8,875.6,2372.5
